writer,score,data,product_name,headline,content,url,rank,search_keyword
김*경 ,3,2021.05.13,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
조*하 ,3,2021.05.13,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
오*혜 ,3,2021.05.12,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
scap ,3,2021.05.09,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
정*화 ,3,2021.05.09,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
조*경 ,3,2021.05.07,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
임*만 ,3,2021.05.06,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최*리 ,3,2021.05.03,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최보금 ,3,2021.05.02,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*웅 ,3,2021.05.02,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
오*은 ,3,2021.05.01,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
남*소 ,3,2021.04.27,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
보라돌잉 ,3,2021.04.21,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*민 ,3,2021.04.18,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
신*자 ,3,2021.04.16,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
조*영 ,3,2021.04.12,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
우*영 ,3,2021.04.05,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*현 ,3,2021.04.02,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*화 ,3,2021.03.01,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최*녀 ,3,2021.03.16,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*원 ,3,2021.03.09,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
송*희 ,3,2021.02.10,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*영 ,3,2021.01.19,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
배*빈 ,3,2021.01.18,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최*현 ,3,2021.01.15,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*훈 ,3,2021.01.10,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
정*영 ,3,2021.01.05,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
Abc123bca ,3,2021.01.04,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*준 ,3,2020.12.31,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*영 ,3,2020.12.18,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김* ,3,2020.12.16,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
전*기 ,3,2020.12.12,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
쿠팡실구매자 ,3,2020.12.11,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
현*근 ,3,2020.12.09,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*나 ,3,2020.10.21,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
서*자 ,3,2020.12.06,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
류*정 ,3,2020.11.27,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
J*G ,3,2020.11.24,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
조*현 ,3,2020.11.19,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*요 ,3,2020.11.18,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
손*조 ,3,2020.11.08,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
정*선 ,3,2020.11.04,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*경 ,3,2020.10.24,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*오 ,3,2020.10.21,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
junxu ,3,2020.10.21,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
J*U ,3,2020.10.20,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*옥 ,3,2020.10.10,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
A*n ,3,2020.10.09,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*옥 ,3,2020.09.29,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*광 ,3,2020.09.24,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
권*혁 ,3,2020.09.24,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
정*호 ,3,2020.09.22,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
K*A ,3,2020.09.20,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
손*희 ,3,2020.09.19,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
오키님 ,3,2020.09.15,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
신*진 ,3,2020.09.10,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
우*화 ,3,2020.08.09,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
소*수 ,3,2020.08.09,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*규 ,3,2020.07.21,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*희 ,3,2020.07.14,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
P*I ,3,2020.07.12,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
임*숙 ,3,2020.07.06,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*옥 ,3,2020.07.06,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
주*석 ,3,2020.07.04,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
신*희 ,3,2020.06.28,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*훈 ,3,2020.06.11,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
고*인 ,1,2021.03.26,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",너무 실망스럽게 맛없습니다.,"사이즈도 생각보다 작고 무엇보다 맛이 넘 없어요.
밍승밍승 달지도 새콤하지도않고 직접 맛보고는 도저히 구입하지않았을거예요.
당도가 높고 만족도가 높다는 말은 어디서 나온 말인지 모르겠네요.
사과 좋아하는 분께 맛이 보장된 사과라고하고 선물했는데...
동네마트에서 일반적으로 한봉지에 만원하는 사과만도 못합니다.
절대 사지 마세요.
후회하세요.",https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
김*옥 ,1,2021.01.24,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",지금까지먹어본 사과중 최악이네요 ㅜㅜ,"퍼슥거리는 식감과 정말 물맛 ㅜㅜ
사과가 아무리 맛없어도 이렇게 맛없는 사과는 처음 먹어봅니다ㅜ
진짜 맛없어요~
쿠팡에서 산물건중 실패한건 없었는데 다시는 과일은 못살듯요ㅜㅜ",https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
조*인 ,1,2021.04.20,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",맛없어요. 전혀 달지않아요. 실망했어요,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
고*정 ,1,2021.04.23,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,맛없어요,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
손*미 ,1,2021.04.20,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",당도가 전혀없어요,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
김*현 ,1,2021.04.13,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,사과 안 달고 맛 없음,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
박*숙 ,1,2021.01.25,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",아삭함과 새콤함이 없이 억지 단맛만 납니다!,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
J*A ,1,2021.06.18,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",샀던 사과 중에 최악이에여.,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
쏘블링 ,1,2021.04.01,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,중간에 썩어서 2개나 버렸어요..,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
주주38 ,1,2021.05.19,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개","달콤하지도 새꼼하지도 밍밍한 맛, 아삭하지도 않음.",,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
이*주 ,1,2021.05.29,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",반쯤썩은게있어서 놀라고 크기가 너무 작아서 실망,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
손*빈 ,1,2021.06.20,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개","12알중, 상처있는것 1개, 멍든 것 4개가 있습니다",,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
박*옥 ,1,2021.05.29,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",사이즈작고 당도떨어지고 실망입니다,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
김*민 ,1,2021.04.07,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",맛이 정말없네요 푼네나고 돈아까워요 맛이없어요,"맛없어어요
돈아까워요
달지도 않아요
정말 다신안사요
돈아까워요
푼데도나고 정말 맛이없네요",https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
안*환 ,1,2021.04.16,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",사지마세요 너무 맛없어요..,너무 맛없어요.. 쓰레기를 2만원이나 주고 샀네요. 품질보장이라면서 참..,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
김*희 ,1,2021.03.23,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",정말 모양만 사과,"껍질은 너무 질겨서 씹어지질 않고
씹어도 사과맛이 안나는 사과",https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
최*미 ,1,2021.04.16,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",맛이 너무 없어요,후기 보고 구입했는데 당도 육질 너무 맛이없네요 가격은 비싼데요,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
이*석 ,1,2021.04.27,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,"좀 심한것 아닙니까
2개 썰어봤는데 이렇습니다
반품됩니까?",https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
최*민 ,1,2021.06.22,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",겉만멀쩡,"충주씨사과는 처음 시켜봤는데
평이 좋아서 괜찮을줄 알았는데......
진짜 겉만 멀쩡하고 속은 다 곪아 있었어요
13개중에 6개를 깍았는데 1개빼고 다 곪아있었고
1개도 맛이 무슨맛잇지 모를정도는 맹맛이였어요
원래 리뷰같은거 안쓰는데
너무 최악의 사과라 안쓸수가 없네요.....
복불복 일수도 있지만 나머지 사과 7개도 다 곪아있을까봐 걱정입니다",https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
이*용 ,1,2021.06.03,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",왠만해서 상품평 안남기는데 최악이네요 두번째구매인데ㅜㅜ,너무 엉망이예요ㅜㅜ 저번에 정말 너무 맛있게먹고 싱싱하고 크기도 좋아서 구매했는데...이번껀 썩어있고 크기도 무슨 미니사과인가요ㅜㅜ 6살 애기 주먹만해요~ 아 돈아깝고 너무하네요!!,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
맹*홍 ,1,2021.04.25,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",썩은 사과는 버려야지 고객에게 슬쩍 보내면 됩니까.,아니 오늘 받은 사과가 왜 이따위입니까. 아예 사과 하나가 아주 야무지게 썩어문드러져 있네요. 이걸 알면서도 보냅니까. <오늘 한개는 추가로 이런게 나왔네요> 실망입니다.,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
탱스 ,1,2021.01.29,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,두번째구매입니다~저번에맛있게먹어서구입을했는데정말너무하네요~이번사과는단맛도없고싱싱하지도않고넘실망이네요ㅡㅡ같은사과라고는믿을수가없네요~사진처럼빨간색사과는별로없습니다~싼가격도아닌데양심적으로판매하길바랍니다~다음에는안사겠습니다,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
이*혜 ,1,2021.06.02,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",전체중 반은 거의 상한 상태로 왔어요.,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
cho8gu ,1,2021.05.26,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",상태가 엉망입니다!,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
박*원 ,1,2021.06.07,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",장점따윈 배송만 빠를뿐 이딴걸 먹으라니,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
박*진 ,1,2021.05.05,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,"맙소사.
포장겉면봐도 썩은사과가 떡보이는위치.귀찮아서 그냥 먹습니다만.이게뭡니까!
성의가 없어도 너무없네요..
썩기시작한지 하루이틀이 아닌 상태로보여서 속상하네요.",https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
고*종 ,1,2021.06.02,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,"겉은 멀쩡했는데 썩은 사과가 좀 있네요
선별이라고 하셨는데 어찌된건가요
이거 살려고 2900원 추가로 지불하면서 구매했는데
참 실망입니다",https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
L*G ,1,2021.05.15,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,"사과는 한 두개만 맛있고
나머지는 맛없고
사과의 상태도 절반 이상이 멍들고 깨져있었음.
배송의 문제인지 사과의 문제인지 모르겠음.",https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
한*숙 ,1,2021.01.17,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
김*동 ,1,2021.01.25,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
강*희 ,1,2021.04.01,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
간*용 ,1,2021.04.01,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
강*선 ,1,2021.04.06,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
장*미 ,1,2021.04.12,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
김*희 ,1,2021.04.19,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
kskreto ,1,2021.04.25,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
윤*옥 ,1,2021.04.26,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
임*성 ,1,2021.05.19,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
이*아 ,1,2021.06.03,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
장*희 ,1,2021.06.14,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
임*순 ,2,2021.06.19,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,"사과가 제철이 아닌시기에 해당 제품을 알게되고 정말 맛있게 먹었습니다.
당도도 당도지만 보관용이라 믿기지 않을만큼 아삭함이 살아있어 조금 비싸더라도 항상 주문해서 먹었는데요. 최근 시켜보고 상태가 너무 안좋아 반품 후, 어쩌다 안좋은 상품이 왔나보다하고 몇주후 다시 시켜보니 그때보다 더 안좋네요.
당도나 아삭함까지는 제철이 아니니 이해한다해도, 말라서 표면이 말랭이처럼 쭈글쭈글하고 여기저기 상처가 시커멓게 말라있는 상품을 이가격에 사는건 너무 한다 싶어 다시 반품신청 했습니다.",https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
유*라 ,2,2021.01.21,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",맛은 먹을만 한데 ..퍼석거려요,"크기나 맛은 나쁘지 않아요..
근데 식감이 아삭하지않고 퍼석거립니다
후기가없어서 네이버에 찾아 충주씨 후기
보고 괜찮아서 구매한건데 ㅠ 암튼 그냥그래요
못먹을정도는 아니지만 그저 그럼....
아 그리구 가격이 5천원정도 내렸네요 ㅡㅡ",https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
P*N ,2,2021.05.15,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",안녕하세요,사과는 잘 받앗어요 .아니 근데 제가 주문한것만 한알이 비어있는건가요? 구석에도 아니고 바로 가운데 비어있으니 한알 빼먹은것처럼 괜히 기분안좋네요 .,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
임*준 ,2,2021.04.07,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,"일반적으로 크기가 작고..부드럽지 않고 단단...식감이 그저그렇함
달달하지 않음..요즘 벗꽃으로 비유 하자면 활짝핀 꽃이 아닌 몇일 더 있어어 될거같은...
겉으로 보면 빨갛고 예쁜데..
사과를 깎다보면 여기저기 상처가 많이 있음..흠..",https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
문*양 ,2,2021.04.05,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",,"왼쪽이 멍들거나 눌린 사과 . 멀쩡한거보다 더 많네요. 낙과만 골라 담으신 건지... 온라인으로 사면서 이정도는 첨이에요.
한두개면 갈아먹어야지 했는데 이렇게 많을 줄이야.. ㅠㅠ",https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
한*미 ,2,2021.04.15,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",오늘 새벽에 받아 첫사과 먹으려는데~,"겉은 멀쩡하게 예쁜데 바로 나타나는 이런모습!
계절이 그런지 날씨가 그래서 그런지.
과연 몇개나 그럴련지!",https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
이*진 ,2,2021.04.27,"아삭한 충주씨 당도선별 사과, 3kg(10~16입), 1개",싱싱한 맹맛,싱싱하고 아삭합니다. 다만 당도가 높지 않아서 맛이 밋밋하네요. 그리고 멍도 많이 들어있고 크기도 생각보다 작아요. 곰곰 보다 조금 비싸게 주고 산건데 제 값 못하는 것 같아 아쉽네요.,https://www.coupang.com/vp/products/4703051079?itemId=5925934881&vendorItemId=73223952779,2,사과
